 100.00000,-199.45124
 302.00000, 111.80776
 504.00000, -41.55259
 706.00000, -29.05011
 908.00000,  21.42563
1110.00000, -31.64751
1312.00000, -47.01982
1514.00000,  87.32996
1716.00000, 109.86085
1918.00000, -21.41260
2120.00000,  54.89143
2322.00000,  -4.27560
2524.00000, -46.50648
2726.00000,  -3.95363
2928.00000, 196.34321
3130.00000, 100.25435
3332.00000,  12.89833
3534.00000,  24.95701
3736.00000,  60.29275
3938.00000,  29.62233
4140.00000, 176.38057
4342.00000, -20.18195
4544.00000, 171.92117
4746.00000,   4.77575
4948.00000,  -4.12749
5151.00000, -25.47575
5353.00000, 164.18952
5555.00000,   0.82520
5757.00000,  -6.62601
5959.00000, 185.46776
6161.00000,  82.53005
6363.00000,  32.52376
6565.00000, 109.10319
6767.00000, 109.20421
6969.00000,  65.20566
7171.00000, 104.79333
7373.00000,  48.47396
7575.00000,  45.40735
7777.00000, 140.07594
7979.00000,  60.05802
8181.00000,  80.88989
8383.00000,  60.67557
8585.00000, 201.34670
8787.00000,  29.75946
8989.00000,  70.07274
9191.00000, 150.05774
9393.00000,  39.48387
9595.00000,  -3.14104
9797.00000,  -9.94380
10000.00000, 128.86151
